"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","SubCategory","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ"
"US01@@9500@@10@@2LR291","US01@@2LR291","9500","10","2LR291","","","","","","","","N","","","023500-0001-110","Q498@@023500-0001-110@@","Q498","PELICAN PRODUCTS- CASES","","0.3","EA","26.75","0","50","5011","US01","","","","C","","","2350 LED POCKET FLASHLIT BLACK","2350 LED POCKET FLASHLIT BLACK 1X AA 100/10 LUMENS 3 MODES IPX7","19428134815","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","12/31/2017 15:09","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T8075","US01@@4T8075","9500","10","4T8075","","","","","","","","N","","","1660-403-000","Q498@@1660-403-000@@","Q498","PELICAN PRODUCTS- CASES","","10.05","EA","119.5","0","99","9945","US01","","","","S","","","1662 PICK N PLUCK FOAM SET 3PC","1662 PICK N PLUCK FOAM SET 3PC FOR 1660 CASE","19428029050","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@10.05@@EA","","","","","","Y","1","6/12/2017 11:55","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV3351","US01@@KV3351","9500","10","KV3351","","","","","","","","N","","","IM2500-00001","Q498@@IM2500-00001@@","Q498","PELICAN PRODUCTS- CASES","","13.5","EA","179","0","99","9960","US01","","","","C","","","IM2500 STORM CARRY-ON HARD CASE","IM2500 STORM CARRY-ON HARD CASE BLK W/FOAM, WHEELS 20.50X11.50X7.20","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@13.5@@EA","","","","","","Y","1","10/8/2017 11:08","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZH7220","US01@@ZH7220","9500","10","ZH7220","","","","","","","","N","","","C11080-P60A-BLK","Q498@@C11080-P60A-BLK@@","Q498","PELICAN PRODUCTS- CASES","","1.25","EA","108.5","0","99","9920","US01","","","","C","","","VAULT CASE FOR IPAD AIR 2","VAULT CASE FOR IPAD AIR 2 BLACK","19428128715","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@1.25@@EA","","","","","","Y","1","7/30/2017 19:37","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@QZ5885","US01@@QZ5885","9500","10","QZ5885","","","","","","","","N","","","0S1150-0003-110","Q498@@0S1150-0003-110@@I","Q498","PELICAN PRODUCTS- CASES","I","8.92","EA","309","0","99","9920","US01","","","","S","","","S115 BLACK PROGEAR SPORT ELITE","S115 BLACK PROGEAR SPORT ELITE PHOTO BACKPACK FOR LAPTOP/CAMERA M","19428119041","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","CASE","","US01@@8.92@@EA","","","","","A","Y","1","8/3/2017 11:16","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZM5904","US01@@ZM5904","9500","10","ZM5904","","","","","","","","N","","","1690-000-190","Q498@@1690-000-190@@","Q498","PELICAN PRODUCTS- CASES","","70","EA","403","0","99","9945","US01","","","","S","","","1690 TRANSPORT CASE TAN W/FOAM","1690 TRANSPORT CASE TAN W/FOAM W/WHEELS 30.01X25.02X15","19428067236","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@70@@EA","","","","","","Y","1","6/12/2017 11:55","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@YP5058","US01@@YP5058","9500","10","YP5058","","","","","","","","N","","","1610-400-000","Q498@@1610-400-000@@","Q498","PELICAN PRODUCTS- CASES","","0.5","EA","86.25","0","99","9945","US01","","","","S","","","5PC 1611 REPLACEMENT FOAM FOR","5PC 1611 REPLACEMENT FOAM FOR 1610 CASES","19428007966","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.5@@EA","","","","","","Y","1","6/12/2017 11:54","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL3547","US01@@CL3547","9500","10","CL3547","","","","","","","","N","","","1600-509-000","Q498@@1600-509-000@@","Q498","PELICAN PRODUCTS- CASES","","1.05","EA","36","0","99","9995","US01","","","","C","","","1609 LID ORGANIZER MESH POCKETS","1609 LID ORGANIZER MESH POCKETS FOR 1600, 1610 AND 1620 HARD CASES","19428011079","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@1.05@@EA","","","","","","Y","1","10/29/2017 8:47","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@VQ9561","US01@@VQ9561","9500","10","VQ9561","","","","","","","","N","","","1520-400-000","Q498@@1520-400-000@@","Q498","PELICAN PRODUCTS- CASES","","2.15","EA","49.25","0","99","9945","US01","","","","S","","","1521 3 PC FOAM SET FOR","1521 3 PC FOAM SET FOR 1520 CASE","19428016760","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@2.15@@EA","","","","","","Y","1","6/12/2017 11:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@YP4741","US01@@YP4741","9500","10","YP4741","","","","","","","","N","","","1500-509-000","Q498@@1500-509-000@@","Q498","PELICAN PRODUCTS- CASES","","0.7","EA","24","0","99","9945","US01","","","","S","","","1509 LID ORGANIZER BLK FIT 1500","1509 LID ORGANIZER BLK FIT 1500 1520 CASES 20.0INX11.0IN","19428020712","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.7@@EA","","","","","","Y","1","6/12/2017 11:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@NZ2200","US01@@NZ2200","9500","10","NZ2200","","","","","","","","N","","","1500-000-180","Q498@@1500-000-180@@","Q498","PELICAN PRODUCTS- CASES","","7.6","EA","127.5","0","99","9960","US01","","","","C","","","1500 SILVER HARD CASE WITH FOAM","1500 SILVER HARD CASE WITH FOAM 18.5X14.06X6.93","19428007164","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@7.6@@EA","","","","","","Y","1","10/10/2017 19:03","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@GB1614","US01@@GB1614","9500","10","GB1614","","","","","","","","N","","","1450-000-190","Q498@@1450-000-190@@","Q498","PELICAN PRODUCTS- CASES","","7.88","EA","109.5","0","99","9960","US01","","","","S","","","1450 HARD CASE DESERT TAN","1450 HARD CASE DESERT TAN W/FOAM 14.62X10.18X6 PICK N PLUCK","19428056490","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@7.88@@EA","","","","","","Y","1","8/28/2017 14:51","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32646","US01@@V32646","9500","10","V32646","","","","","","","","N","","","1450-000-110","Q498@@1450-000-110@@","Q498","PELICAN PRODUCTS- CASES","","7.6","EA","109.5","0","99","9960","US01","","","","C","","","1450 HARD CASE BLACK W/FOAM","1450 HARD CASE BLACK W/FOAM 14.62X10.18X6 PICK N PLUCK FOAM","19428010805","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@7.6@@EA","","","","","","Y","1","10/2/2017 10:39","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32641","US01@@V32641","9500","10","V32641","","","","","","","","N","","","1150-000-110","Q498@@1150-000-110@@","Q498","PELICAN PRODUCTS- CASES","","2.05","EA","34","0","99","9960","US01","","","","C","","","1150 HARD CASE BLACK W/FOAM","1150 HARD CASE BLACK W/FOAM 8.18X5.68X3.62 PICK N PLUCK FOAM","19428015923","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@2.05@@EA","","","","","","Y","1","12/9/2017 15:07","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL4284","US01@@CL4284","9500","10","CL4284","","","","","","","","N","","","1090-023-110","Q498@@1090-023-110@@","Q498","PELICAN PRODUCTS- CASES","","4.1","EA","84.75","0","99","9960","US01","","","","C","","","1095CC HARDBACK CASE BLACK","1095CC HARDBACK CASE BLACK MOLDED LAPTOP LINER FOR 15IN LAPTOP","19428105211","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@4.1@@EA","","","","","","Y","1","11/12/2017 10:34","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL4283","US01@@CL4283","9500","10","CL4283","","","","","","","","N","","","1090-020-110","Q498@@1090-020-110@@","Q498","PELICAN PRODUCTS- CASES","","3.9","EA","74.25","0","99","9960","US01","","","","B","","","1095 HARDBACK CASE BLACK UP TO","1095 HARDBACK CASE BLACK UP TO 15IN LAPTOP PICK N PLUCK FOAM","19428107529","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@3.9@@EA","","","","","","Y","1","1/5/2018 1:56","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZH8330","US01@@ZH8330","9500","10","ZH8330","","","","","","","","N","","","0500-400-000","Q498@@0500-400-000@@","Q498","PELICAN PRODUCTS- CASES","","0","EA","271","0","99","9945","US01","","","","S","","","0501 7PC REPLACEMENT FOAM SET","0501 7PC REPLACEMENT FOAM SET FOR 0500 CASE","19428088279","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","6/12/2017 11:47","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV1349","US01@@KV1349","9500","10","KV1349","","","","","","","","N","","","0454-410-000","Q498@@0454-410-000@@","Q498","PELICAN PRODUCTS- CASES","","0.8","EA","27.75","0","99","9960","US01","","","","C","","","0456 VERTICAL TOOL PALLET","0456 VERTICAL TOOL PALLET FOR 0450 MOBILE TOOL CHEST","19428089832","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.8@@EA","","","","","","Y","1","6/15/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZH8323","US01@@ZH8323","9500","10","ZH8323","","","","","","","","N","","","0350-400-000","Q498@@0350-400-000@@","Q498","PELICAN PRODUCTS- CASES","","8.3","EA","128.5","0","99","9945","US01","","","","S","","","0351 7PC REPLACEMENT FOAM SET","0351 7PC REPLACEMENT FOAM SET FOR 0350 CUBE CASE","19428036980","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@8.3@@EA","","","","","","Y","1","6/12/2017 11:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV8202","US01@@KV8202","9500","10","KV8202","","","","","","","","N","","","1055-003-110","Q498@@1055-003-110@@","Q498","PELICAN PRODUCTS- CASES","","1","EA","28.75","0","99","9995","US01","","","","C","","","1055CC HARDBACK CASE BLK LINER","1055CC HARDBACK CASE BLK LINER FITS EREADERS AND 7IN TABLETS","19428105198","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@1@@EA","","","","","","Y","1","6/15/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32634","US01@@V32634","9500","10","V32634","","","","","","","","N","","","1050-027-100","Q498@@1050-027-100@@","Q498","PELICAN PRODUCTS- CASES","","0.8","EA","18","0","99","9995","US01","","","","S","","","1050 MICRO CASE YELLOW W CLEAR","1050 MICRO CASE YELLOW W CLEAR LID, LINER 6.31X3.68X2.75","19428082802","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@.8@@EA","","","","","","Y","1","6/12/2017 11:48","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32629","US01@@V32629","9500","10","V32629","","","","","","","","N","","","1040-025-100","Q498@@1040-025-100@@","Q498","PELICAN PRODUCTS- CASES","","0.65","EA","17.25","0","99","9995","US01","","","","C","","","1040 MICRO CASE BLK W/CLEAR LID","1040 MICRO CASE BLK W/CLEAR LID LINER 6.50X3.87X1.75","19428083175","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.65@@EA","","","","","","Y","1","9/28/2017 17:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y7792","US01@@1Y7792","9500","10","1Y7792","","","","","","","","N","","","1740-400-000","Q498@@1740-400-000@@","Q498","PELICAN PRODUCTS- CASES","","7.68","EA","145.5","0","99","9945","US01","","","","S","","","6PC 1741 REPLACEMENT FOAM FOR","6PC 1741 REPLACEMENT FOAM FOR THE 1740 CASE","19428093150","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@7.68@@EA","","","","","","Y","1","6/12/2017 11:56","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T7581","US01@@4T7581","9500","10","4T7581","","","","","","","","N","","","016150-0050-110","Q498@@016150-0050-110@@I","Q498","PELICAN PRODUCTS- CASES","I","20.72","EA","348.5","461.89","99","9945","US01","","","","B","","","1615 AIRTP CARRY ON CASE","1615 AIRTP CARRY ON CASE BLACK WITH TREK PAK INSERT 866","19428138738","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","I","","","","","","99999","","","CASE","","US01@@20.72@@EA","","","","","A","Y","1","12/31/2017 9:04","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y0829","US01@@1Y0829","9500","10","1Y0829","","","","","","","","N","","","IM2950-00002","Q498@@IM2950-00002@@","Q498","PELICAN PRODUCTS- CASES","","25","EA","355.5","0","99","9945","US01","","","","S","","","IM2950 STORM HARD CASE BLACK","IM2950 STORM HARD CASE BLACK WITH PADDED DIVIDER SET","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@25@@EA","","","","","","Y","1","10/19/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y0446","US01@@1Y0446","9500","10","1Y0446","","","","","","","","N","","","1690-403-000","Q498@@1690-403-000@@","Q498","PELICAN PRODUCTS- CASES","","10.8","EA","142.5","0","99","9945","US01","","","","S","","","1692 PICK N PLUCK FOAM SET OF 3","1692 PICK N PLUCK FOAM SET OF 3 FOR 1690 TRANSPORT CASE","19428066024","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@10.8@@EA","","","","","","Y","1","6/12/2017 11:56","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y7357","US01@@1Y7357","9500","10","1Y7357","","","","","","","","N","","","0453-931-112","Q498@@0453-931-112@@","Q498","PELICAN PRODUCTS- CASES","","1.95","EA","14.25","0","22","2250","US01","","","","S","","","0455TT TOP TRAY FOR 0450","0455TT TOP TRAY FOR 0450 MOBILE TOOL BOX","19428090050","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@1.95@@EA","","","","","","Y","1","6/12/2017 11:47","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@RG6161","US01@@RG6161","9500","10","RG6161","","","","","","","","N","","","BLACKBOX-7U-SAE","Q498@@BLACKBOX-7U-SAE@@","Q498","PELICAN PRODUCTS- CASES","","55.1","EA","1024","0","99","9945","US01","","","","S","","","HARDIGG BLACKBOX RACK MOUNT 7U","HARDIGG BLACKBOX RACK MOUNT 7U DOUBLE END CASE BLACK     P","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@55.1@@EA","","","","","","Y","1","6/12/2017 11:57","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL5887","US01@@CL5887","9500","10","CL5887","","","","","","","","N","","","1620-020-110","Q498@@1620-020-110@@","Q498","PELICAN PRODUCTS- CASES","","26.56","EA","260","0","99","9945","US01","","","","B","","","1620 HARD CASE BLACK WITH FOAM","1620 HARD CASE BLACK WITH FOAM W/WHEELS 21.48X16.42X12.54","19428087142","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@26.56@@EA","","","","","","Y","1","6/12/2017 11:54","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@DQ2873","US01@@DQ2873","9500","10","DQ2873","","","","","","","","N","","","1600-400-000","Q498@@1600-400-000@@","Q498","PELICAN PRODUCTS- CASES","","3.46","EA","81","0","99","9945","US01","","","","S","","","1601 REPLACEMENT FOAM SET 4 PCS","1601 REPLACEMENT FOAM SET 4 PCS FOR 1600 HARD CASE","19428008901","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@3.46@@EA","","","","","","Y","1","6/12/2017 11:54","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@GE5120","US01@@GE5120","9500","10","GE5120","","","","","","","","N","","","1560-001-110","Q498@@1560-001-110@@","Q498","PELICAN PRODUCTS- CASES","","16.4","EA","165","0","99","9960","US01","","","","B","","","1560NF HARD CASE BLK NO FOAM","1560NF HARD CASE BLK NO FOAM CASE ONLY 20.37X15.43X9","19428048662","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@16.4@@EA","","","","","","Y","1","12/31/2017 9:29","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZM6262","US01@@ZM6262","9500","10","ZM6262","","","","","","","","N","","","1510-001-110","Q498@@1510-001-110@@","Q498","PELICAN PRODUCTS- CASES","","13.45","EA","152.5","0","99","9945","US01","","","","C","","","1510NF CARRY-ON HARD CASE BLK","1510NF CARRY-ON HARD CASE BLK NO FOAM 19.75X11X7.6","19428039639","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@13.45@@EA","","","","","","Y","1","11/26/2017 9:16","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV1359","US01@@KV1359","9500","10","KV1359","","","","","","","","N","","","1450-000-150","Q498@@1450-000-150@@","Q498","PELICAN PRODUCTS- CASES","","7.75","EA","109.5","0","99","9995","US01","","","","C","","","1450 HARD CASE ORANGE WITH FOAM","1450 HARD CASE ORANGE WITH FOAM 14.62X10.18X6 PICK N PLUCK","19428011468","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@7.75@@EA","","","","","","Y","1","9/24/2017 8:48","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@XR6386","US01@@XR6386","9500","10","XR6386","","","","","","","","N","","","1400-000-240","Q498@@1400-000-240@@","Q498","PELICAN PRODUCTS- CASES","","5","EA","85.75","0","99","9945","US01","","","","C","","","1400 HARD CASE YELLOW WITH FOAM","1400 HARD CASE YELLOW WITH FOAM CASE 11.8X8.87X5.18 PICK N PLUCK","19428017842","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@5@@EA","","","","","","Y","1","1/8/2018 14:34","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CB5266","US01@@CB5266","9500","10","CB5266","","","","","","","","N","","","1200-000-150","Q498@@1200-000-150@@","Q498","PELICAN PRODUCTS- CASES","","3.1","EA","47.25","0","99","9995","US01","","","","C","","","1200 HARD CASE ORANGE W/FOAM","1200 HARD CASE ORANGE W/FOAM 9.25X7.12X4.12 PICK N PLUCK FOAM","19428011680","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@3.1@@EA","","","","","","Y","1","9/28/2017 17:58","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV8206","US01@@KV8206","9500","10","KV8206","","","","","","","","N","","","1080-023-110","Q498@@1080-023-110@@","Q498","PELICAN PRODUCTS- CASES","","3.5","EA","65.25","0","99","9995","US01","","","","C","","","1085CC HARDBACK CASE BLK LINER","1085CC HARDBACK CASE BLK LINER UP TO 14IN LAPTOPS, PICK N PLUCK","19428105204","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@3.5@@EA","","","","","","Y","1","1/10/2018 18:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV8205","US01@@KV8205","9500","10","KV8205","","","","","","","","N","","","1080-020-110","Q498@@1080-020-110@@","Q498","PELICAN PRODUCTS- CASES","","3.65","EA","58.25","0","99","9995","US01","","","","B","","","1085 HARDBACK CASE BLK W/FOAMM","1085 HARDBACK CASE BLK W/FOAMM UP TO 14IN LAPTOPS, PICK N PLUCK","19428106188","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@3.65@@EA","","","","","","Y","1","11/22/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@GE5685","US01@@GE5685","9500","10","GE5685","","","","","","","","N","","","0550-001-110","Q498@@0550-001-110@@","Q498","PELICAN PRODUCTS- CASES","","84.6","EA","672","0","99","9960","US01","","","","B","","","0550NF TRANSPORT CASE BLACK","0550NF TRANSPORT CASE BLACK NO FOAM CASE ONLY 47.57X24.07X17.68","19428093525","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@84.6@@EA","","","","","","Y","1","10/1/2017 17:21","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZH8318","US01@@ZH8318","9500","10","ZH8318","","","","","","","","N","","","0340-400-000","Q498@@0340-400-000@@","Q498","PELICAN PRODUCTS- CASES","","6.9","EA","116.5","0","99","9945","US01","","","","S","","","0341 7PC REPLACEMENT FOAM SET","0341 7PC REPLACEMENT FOAM SET FOR 0340 CUBE CASE","19428048693","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@6.9@@EA","","","","","","Y","1","6/12/2017 11:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@XR5723","US01@@XR5723","9500","10","XR5723","","","","","","","","N","","","016200-0009-110","Q498@@016200-0009-110@@","Q498","PELICAN PRODUCTS- CASES","","37.2","EA","382.5","0","99","9945","US01","","","","S","","","1620M HARD CASE & MOBILITY","1620M HARD CASE & MOBILITY KIT W/ FOAM LXWXH 26.20X23X15.61","19428122577","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@37.2@@EA","","","","","","Y","1","1/3/2018 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CB5194","US01@@CB5194","9500","10","CB5194","","","","","","","","N","","","1010-400-000","Q498@@1010-400-000@@","Q498","PELICAN PRODUCTS- CASES","","0.04","EA","4","0","99","9960","US01","","","","C","","","1012 PICK N PLUCK FOAM INSERT","1012 PICK N PLUCK FOAM INSERT FOR 1010 MICRO CASE","19428034689","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.04@@EA","","","","","","Y","1","9/28/2017 17:57","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32613","US01@@V32613","9500","10","V32613","","","","","","","","N","","","1010-025-100","Q498@@1010-025-100@@","Q498","PELICAN PRODUCTS- CASES","","0.4","EA","11.75","0","99","9995","US01","","","","C","","","1010 MICRO CASE BLK W/CLEAR LID","1010 MICRO CASE BLK W/CLEAR LID WITH LINER 4.37X2.87X1.68","19428079239","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.4@@EA","","","","","","Y","1","9/28/2017 17:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3G9820","US01@@3G9820","9500","10","3G9820","","","","","","","","N","","","IM2600-3000","Q498@@IM2600-3000@@","Q498","PELICAN PRODUCTS- CASES","","10","EA","133.5","0","99","9945","US01","","","","S","","","IM2600 STORM CASE OD GREEN","IM2600 STORM CASE OD GREEN WITHOUT FOAM","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@10@@EA","","","","","","Y","1","6/12/2017 11:58","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y8803","US01@@1Y8803","9500","10","1Y8803","","","","","","","","N","","","1300-000-130","Q498@@1300-000-130@@","Q498","PELICAN PRODUCTS- CASES","","5.75","EA","57","0","99","9945","US01","","","","S","","","1300 CASE OD GREEN W/ FOAM","1300 CASE OD GREEN W/ FOAM INTERIOR 9.17X7X6.12 LXWXD","19428056001","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@5.75@@EA","","","","","","Y","1","6/12/2017 11:50","1/18/2018 17:39","0","1","","","","","","0","N",""
