"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Subcategory","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ"
"US01@@9500@@10@@ZM6357","US01@@ZM6357","9500","10","ZM6357","","","","","","","","N","","","WAM7500/ZA","QD66@@WAM7500/ZA@@I","QD66","SAMSUNG-DAV","I","9.15","EA","352.5","499.99","99","9930","US01","","","","E","","","1CH WL 100W SPKR BT USB DRK GRY","1CH WL 100W SPKR BT USB DRK GRY .","8.87E+11","Q009","SAMSUNG - SD MEMORY","","0","","","","","","","","","","","","","","1","E","","","","","I","","","","","","99999","","","SPKR","","US01@@9.15@@EA","","","","","A","Y","1","1/9/2018 11:38","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9A2178","US01@@9A2178","9500","10","9A2178","","","","","","","","N","","","UN65KU65-UBDK85-HWK6","Q012@@UN65KU65-UBDK85-HWK6@@I","Q012","SAMSUNG - CONSUMER TV","I","0","EA","0","2603.48","03","0305","US01","","","","S","","","BNDL HW-K650/ZA 65IN LED UHD","BNDL HW-K650/ZA 65IN LED UHD AND UBD-K8500/ZA/HW-K650/ZA","","Q009","SAMSUNG - SD MEMORY","","0","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","MNTR","","US01@@0@@EA","","","","","A","Y","1","1/9/2018 11:40","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZY3273","US01@@ZY3273","9500","10","ZY3273","","","","","","","","N","","","UN60J6200AFXZA/OB","Q012@@UN60J6200AFXZA/OB@@I","Q012","SAMSUNG - CONSUMER TV","I","74.7","EA","608","1359.99","03","0305","US01","","","","E","","","60IN LED 1080P 120 CMR SMARTTV","60IN LED 1080P 120 CMR SMARTTV WL OPEN BOX/WILL CALL ONLY","8.87E+11","Q009","SAMSUNG - SD MEMORY","","0","","","","","","","","","","","","","","1","E","","","","","I","","","","","","99999","","","MNTR","","US01@@74.7@@EA","","","","","A","Y","1","11/5/2017 17:43","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2KR080","US01@@2KR080","9500","10","2KR080","","","","","","","","N","","","MZ-V5P256BW","497Y@@MZ-V5P256BW@@","497Y","SAMSUNG - IMSOURCING","","0.15","EA","409.5","496.45","02","0238","US01","","","","N","","","256GB PCIE NVME 950 PRO","256GB PCIE NVME 950 PRO DISC PROD SPCL SOURCING SEE NOTES","","014U","IMSOURCING","","0","","","","","","","","","","","","","","1","N","","","","","","","","","","","99999","","","INT","","US01@@.15@@EA","","","","","","Y","1","1/2/2018 2:28","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7655","US01@@9V7655","9500","10","9V7655","","","","","","","","N","","","NP900X5L-K02US","497Y@@NP900X5L-K02US@@","497Y","SAMSUNG - IMSOURCING","","4.85","EA","1603","2056.73","00","0011","US01","","","","S","","","NOTEBOOK 9 I7 256GB 15IN","NOTEBOOK 9 I7 256GB 15IN DISC PROD SPCL SOURCING SEE NOTES","","014U","IMSOURCING","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","SYST","","US01@@4.85@@EA","","","","","","Y","1","7/18/2017 3:08","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9J0849","US01@@9J0849","9500","10","9J0849","","","","","","","","N","","","AA-PBZN2TP","497Y@@AA-PBZN2TP@@","497Y","SAMSUNG - IMSOURCING","","0.6","EA","55","66.65","99","9920","US01","","","","C","","","7.5V 30WH 4080MAH F/ CHROMEBOOK","7.5V 30WH 4080MAH F/ CHROMEBOOK SPARE PROD SSL WARRANTY","6.38E+11","014U","IMSOURCING","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","BATT","","US01@@.6@@EA","","","","","","Y","1","7/11/2017 15:47","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8054","US01@@3E8054","9500","10","INF","","","","","","","","N","","","SM T810NZKEXARDEMO","X002@@SM T810NZKEXARDEMO@@I","X002","SAMSUNG MONITORS","I","1.42","EA","515.5","0","00","0011","US01","","","","G","","","GALAXY TAB S2 9.7IN BLACK DEMO","GALAXY TAB S2 9.7IN BLACK DEMO","","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","SYST","","US01@@1.42@@EA","","","","","A","Y","1","11/14/2017 13:55","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZY2064","US01@@ZY2064","9500","10","ZY2064","","","","","","","","N","","","EF-BT350WOEGUJ","X002@@EF-BT350WOEGUJ@@I","X002","SAMSUNG MONITORS","I","0.7","EA","29.75","49.99","99","9920","US01","","","","G","","","STAPLES ONLY ORANGE CANVAS","STAPLES ONLY ORANGE CANVAS COVER FOR GALAXY TAB A 8","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","CASE","","US01@@.7@@EA","","","","","A","Y","1","6/21/2017 8:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZY2061","US01@@ZY2061","9500","10","ZY2061","","","","","","","","N","","","EF-BT550BOEGUJ","X002@@EF-BT550BOEGUJ@@I","X002","SAMSUNG MONITORS","I","1","EA","35.75","59.99","99","9920","US01","","","","G","","","STAPLES ONLY ORANGE CANVAS","STAPLES ONLY ORANGE CANVAS COVER FOR GALAXY TAB A 9.7","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","CASE","","US01@@1@@EA","","","","","A","Y","1","6/21/2017 8:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZY2059","US01@@ZY2059","9500","10","ZY2059","","","","","","","","N","","","EF-BT550BSEGUJ","X002@@EF-BT550BSEGUJ@@I","X002","SAMSUNG MONITORS","I","0.9","EA","35.75","59.99","99","9920","US01","","","","G","","","STAPLES ONLY SMOKY TITANIUM","STAPLES ONLY SMOKY TITANIUM COVER FOR GALAXY TAB A 9.7IN","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","CASE","","US01@@.9@@EA","","","","","A","Y","1","6/21/2017 8:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZY2055","US01@@ZY2055","9500","10","ZY2055","","","","","","","","N","","","SM-T350NZBAXAR","X002@@SM-T350NZBAXAR@@I","X002","SAMSUNG MONITORS","I","1.08","EA","208.5","199.99","00","0011","US01","","","","G","","","STAPLES ONLY GALAXY TAB A 16GB","STAPLES ONLY GALAXY TAB A 16GB 8.0IN SMOKY BLUE","8.87E+11","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","SYST","","US01@@1.08@@EA","","","","","A","Y","1","6/21/2017 8:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y6627","US01@@1Y6627","9500","10","1Y6627","","","","","","","","N","","","LS27D590CS/ZADEMO","X002@@LS27D590CS/ZADEMO@@I","X002","SAMSUNG MONITORS","I","16.28","EA","342","9999.99","03","0303","US01","","","","G","","","DEMO 27IN WS LED 1920X1080 3K:1","DEMO 27IN WS LED 1920X1080 3K:1 CURVED MONITOR HDMI DP VGA 4MS","","X001","SAMSUNG ELECTRONICS AMERICA INC","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","MNTR","","US01@@16.28@@EA","","","","","A","Y","1","11/14/2017 13:54","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8767","US01@@3E8767","9500","10","INF","","","","","","","","N","","","WDS-LC8S25/243","237Y@@WDS-LC8S25/243@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","1600","2068","05","0505","US01","","","","X","","","3YR SVC 24X7 25 8050 AP LICS","3YR SVC 24X7 25 8050 AP LICS","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E4300","US01@@3E4300","9500","10","INF","","","","","","","","N","","","WDS-A514I/XAR","199Y@@WDS-A514I/XAR@@I","199Y","SAMSUNG WLAN","I","0","EA","780","1395","05","0505","US01","","","","X","","","AP514I IOT ACCESS POINT","AP514I IOT ACCESS POINT","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","WRLS","","US01@@0@@EA","","","","","A","Y","1","6/16/2017 13:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8779","US01@@3E8779","9500","10","INF","","","","","","","","N","","","WDS-LC8S1H/STD","199Y@@WDS-LC8S1H/STD@@I","199Y","SAMSUNG WLAN","I","0","EA","9577","17333","05","0505","US01","","","","X","","","8050 CONTROLLER 100 AP LICS","8050 CONTROLLER 100 AP LICS","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","LICS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8723","US01@@3E8723","9500","10","INF","","","","","","","","N","","","WDS-LC8S1H/241","237Y@@WDS-LC8S1H/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","2280","2947","05","0505","US01","","","","X","","","1YR SVC 24X7 100 8050 AP LICS","1YR SVC 24X7 100 8050 AP LICS","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZA2147","US01@@ZA2147","9500","10","ZA2147","","","","","","","","N","","","WDS-A453E/XAR","199Y@@WDS-A453E/XAR@@I","199Y","SAMSUNG WLAN","I","7.74","EA","1124","2033","05","0505","US01","","","","X","","","WEA453E OUTDOOR AP","WEA453E OUTDOOR AP 802.11A/B/G/C 3X3 MIMO","8.87E+11","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","WRLS","","US01@@7.74@@EA","","","","","A","Y","1","6/16/2017 13:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZA2141","US01@@ZA2141","9500","10","ZA2141","","","","","","","","N","","","WDS-AADT/XAR","199Y@@WDS-AADT/XAR@@I","199Y","SAMSUNG WLAN","I","0.6","EA","19.25","25","05","0505","US01","","","","X","","","AC ADAPTOR SMT-I5343 ACCESS","AC ADAPTOR SMT-I5343 ACCESS POINT AC ADAPTOR","8.87E+11","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","WRLS","","US01@@.6@@EA","","","","","A","Y","1","6/16/2017 13:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8777","US01@@3E8777","9500","10","INF","","","","","","","","N","","","WDS-LM500/93","237Y@@WDS-LM500/93@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","10736","13879","12","1221","US01","","","","X","","","3YR SVC WEM LICS FOR 101-500","3YR SVC WEM LICS FOR 101-500 DEV BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8770","US01@@3E8770","9500","10","INF","","","","","","","","N","","","WDS-LM1K/245","237Y@@WDS-LM1K/245@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","53178","68751","05","0505","US01","","","","X","","","5YR SVC 24X7 WEM LICS FOR","5YR SVC 24X7 WEM LICS FOR 500-1K DEV","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8757","US01@@3E8757","9500","10","INF","","","","","","","","N","","","WDS-LC8500/241","237Y@@WDS-LC8500/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","3590","4641","12","1221","US01","","","","X","","","1YR SVC 24X7 251-500 AP LICS","1YR SVC 24X7 251-500 AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8756","US01@@3E8756","9500","10","INF","","","","","","","","N","","","WDS-LC8250/91","237Y@@WDS-LC8250/91@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","1132","1463","12","1221","US01","","","","X","","","1YR BUSINESS DAY SVC","1YR BUSINESS DAY SVC 101-250 AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8751","US01@@3E8751","9500","10","INF","","","","","","","","N","","","WDS-C8050/95","237Y@@WDS-C8050/95@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","797","1019","12","1221","US01","","","","X","","","5YR SVC WDS-C8050/XAR BUSINESS","5YR SVC WDS-C8050/XAR BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8736","US01@@3E8736","9500","10","INF","","","","","","","","N","","","WDS-LM100/241","237Y@@WDS-LM100/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","1734","2241","12","1221","US01","","","","X","","","1YR 24X7 SVC WEM LICS","1YR 24X7 SVC WEM LICS FOR 51-100 DEV","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8716","US01@@3E8716","9500","10","INF","","","","","","","","N","","","WDS-LC853K/95","237Y@@WDS-LC853K/95@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","42233","54600","12","1221","US01","","","","X","","","5YR BUSINESS DAY SVC","5YR BUSINESS DAY SVC 2K-3K AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8711","US01@@3E8711","9500","10","INF","","","","","","","","N","","","WDS-LC852K/95","237Y@@WDS-LC852K/95@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","29563","38220","05","0505","US01","","","","X","","","5YR SVC 1K-2K AP LICS FOR","5YR SVC 1K-2K AP LICS FOR WEC8500 BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8697","US01@@3E8697","9500","10","INF","","","","","","","","N","","","WDS-LC8100/95","237Y@@WDS-LC8100/95@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","2414","3120","12","1221","US01","","","","X","","","5YR SVC 51-100 AP LICS FOR","5YR SVC 51-100 AP LICS FOR WEC8500 BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8691","US01@@3E8691","9500","10","INF","","","","","","","","N","","","WDS-LC8050/93","237Y@@WDS-LC8050/93@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","816","1043","05","0505","US01","","","","X","","","3YR SVC 26-50 AP LICS FOR","3YR SVC 26-50 AP LICS FOR WEC8500 BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8684","US01@@3E8684","9500","10","INF","","","","","","","","N","","","WDS-LC8025/245","237Y@@WDS-LC8025/245@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","1131","1461","12","1221","US01","","","","X","","","5YR SVC 1-25 AP LICS","5YR SVC 1-25 AP LICS FOR WEC8500","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8680","US01@@3E8680","9500","10","INF","","","","","","","","N","","","WDS-C8500P/95","237Y@@WDS-C8500P/95@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","4741","6129","12","1221","US01","","","","X","","","5YR BUSINESS DAY SVC","5YR BUSINESS DAY SVC WDS-C8500P/XAR","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8650","US01@@3E8650","9500","10","INF","","","","","","","","N","","","WDS-LC8250/93","237Y@@WDS-LC8250/93@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","1.8","EA","2896","3744","05","0505","US01","","","","X","","","3YR SVC 101-250 AP LICS FOR","3YR SVC 101-250 AP LICS FOR WEC8500 BUSINESS DAY","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SLIC","","US01@@1.8@@EA","","","","","A","Y","1","9/26/2016 6:04","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@3E8752","US01@@3E8752","9500","10","INF","","","","","","","","N","","","WDS-C8500/241","237Y@@WDS-C8500/241@@I","237Y","SAMSUNG WLAN - LICENSES AND SERVICE","I","0","EA","1871","2418","12","1221","US01","","","","X","","","1YR 24X7 SVC WDS-C8500/XAR","1YR 24X7 SVC WDS-C8500/XAR 0","","199Y","SAMSUNG WLAN","","0","","","","","","","","","","","","","","1","X","","","","","I","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","A","Y","1","8/19/2016 17:52","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1J7777","US01@@1J7777","9500","10","1J7777","","","","","","","","N","","","EO-EG920LLEBUS","QG63@@EO-EG920LLEBUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.05","EA","10.75","29.99","99","9930","US01","","","","C","","","ACTIVE IN-EAR HEADPHONES BLUE","ACTIVE IN-EAR HEADPHONES BLUE","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","ACCS","","US01@@.05@@EA","","","","","A","Y","1","12/6/2017 11:02","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2R7793","US01@@2R7793","9500","10","2R7793","","","","","","","","N","","","SM5N910VZWEVZW","QG59@@SM5N910VZWEVZW@@I","QG59","SAMSUNG - CPO PHONES","I","0.92","EA","447","399","04","0441","US01","","","","V","","","CPO NOTE 4 WHITE VERIZON","CPO NOTE 4 WHITE VERIZON","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","V","","","","","I","","","","","","99999","","","SYST","","US01@@.92@@EA","","","","N","A","Y","1","9/29/2017 15:30","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4F2533","US01@@4F2533","9500","10","4F2533","","","","","","","","N","","","EB-BJ120CBUGUS","QG63@@EB-BJ120CBUGUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.15","EA","13.75","24.99","99","9930","US01","","","","C","","","J1 REPLACEMENT BATTERY","J1 REPLACEMENT BATTERY","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","BATT","","US01@@.15@@EA","","","","","A","Y","1","12/6/2017 10:50","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1U7982","US01@@1U7982","9500","10","1U7982","","","","","","","","N","","","EP-LN915UBESTA","QG63@@EP-LN915UBESTA@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.2","EA","15.25","29.99","99","9930","US01","","","","C","","","AFC CAR CHARGER","AFC CAR CHARGER","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","ADAP","","US01@@.2@@EA","","","","","A","Y","1","1/4/2018 14:58","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4U1662","US01@@4U1662","9500","10","4U1662","","","","","","","","N","","","EE-HG950DBEGWW","QG63@@EE-HG950DBEGWW@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.2","EA","27.5","49.99","22","2220","US01","","","","G","","","HDMI ADAPTER (TYPE C) BLACK","HDMI ADAPTER (TYPE C) BLACK GWW","8.81E+12","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","ADAP","","US01@@.2@@EA","","","","","A","Y","1","1/12/2018 8:51","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4U1724","US01@@4U1724","9500","10","4U1724","","","","","","","","N","","","EP-NG930TFUGUS","QG63@@EP-NG930TFUGUS@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.75","EA","36.5","59.99","99","9930","US01","","","","G","","","FAST CHARGE WRLS CHARGING","FAST CHARGE WRLS CHARGING STAND W/ TA GOLD GUS","8.87E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","PWR","","US01@@.75@@EA","","","","","A","Y","1","12/18/2017 10:06","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1AP734","US01@@1AP734","9500","10","1AP734","","","","","","","","N","","","P-GT-2KXXS0LS","QG90@@P-GT-2KXXS0LS@@","QG90","SAMSUNG MOBILE WARRANTIES","","0","EA","32.75","29.99","12","1221","US01","","","","X","","","3YR LOW END SMARTPHONE W-ADH","3YR LOW END SMARTPHONE W-ADH TOTAL 3YR COVERAGE FROM DOP","","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","","Y","1","7/17/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y1739","US01@@1Y1739","9500","10","1Y1739","","","","","","","","N","","","EF-CG850CPCOTT","QG63@@EF-CG850CPCOTT@@I","QG63","SAMSUNG - MOBILE ACCESSORIES","I","0.1","EA","17.5","29.95","99","9930","US01","","","","V","","","CLEARLY PROTECTED ALPHA GLASS","CLEARLY PROTECTED ALPHA GLASS GS6","6.61E+11","QG59","SAMSUNG - CPO PHONES","","0","","","","","","","","","","","","","","1","V","","","","","I","","","","","","99999","","","CASE","","US01@@.1@@EA","","","","N","A","Y","1","6/7/2017 10:20","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8K4556","US01@@8K4556","9500","10","8K4556","","","","","","","","N","","","ST1000LX015-LABEL","196Y@@ST1000LX015-LABEL@@I","196Y","SEAGATE - SAMSUNG","I","0.01","EA","0","0","02","0211","US01","","","","C","","","KITTED BOX 1TB MOBILE SSHD SATA","KITTED BOX 1TB MOBILE SSHD SATA 2.5IN LABEL ADHERE TO SINGLE","","685","SEAGATE - PSG SINGLE","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","2.5","","US01@@.01@@EA","","","","","A","Y","1","7/18/2017 10:50","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@7V0152","US01@@7V0152","9500","10","7V0152","","","","","","","","N","","","ST4000VN008-LABEL","196Y@@ST4000VN008-LABEL@@I","196Y","SEAGATE - SAMSUNG","I","0.01","EA","0","0","10","1022","US01","","","","C","","","SEAGATE LABEL ADHERE TO SINGLE","SEAGATE LABEL ADHERE TO SINGLE KITTED BOX 4TB IRONWOLF","","685","SEAGATE - PSG SINGLE","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","LABL","","US01@@.01@@EA","","","","","A","Y","1","7/18/2017 10:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@7V0148","US01@@7V0148","9500","10","7V0148","","","","","","","","N","","","ST10000VX0004-LABEL","196Y@@ST10000VX0004-LABEL@@I","196Y","SEAGATE - SAMSUNG","I","0.01","EA","0","0","10","1022","US01","","","","C","","","SEAGATE LABEL ADHERE TO SINGLE","SEAGATE LABEL ADHERE TO SINGLE KITTED BOX 10TB SKYHAWK","","685","SEAGATE - PSG SINGLE","","0","","","","","","","","","","","","","","1","C","","","","","I","","","","","","99999","","","LABL","","US01@@.01@@EA","","","","","A","Y","1","7/18/2017 10:46","1/18/2018 17:39","0","1","","","","","","0","N",""
