"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Aspect Ratio
","Orientation
","Screen Format
","UPC ","Image URL","Additional Image URL",""
"PF185W9B","3M™ Privacy Filter for 18.5"" Widescreen Monitor","3M™ Privacy Filter for 18.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128788523","http://multimedia.3m.com/mws/media/1362957Z/pf185w9b-monitor-34871994942-ft-rgb-jpg.jpg","",""
"PF215W9B","3M™ Privacy Filter for 21.5"" Widescreen Monitor","3M™ Privacy Filter for 21.5"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128788530","http://multimedia.3m.com/mws/media/1362984Z/pf215w9b-monitor-34871995030-ft-rgb-jpg.jpg","",""
"PF116W9B","3M™ Privacy Filter for 11.6"" Widescreen Laptop","3M™ Privacy Filter for 11.6"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:9","Landscape","Widescreen","00051128789629","http://multimedia.3m.com/mws/media/1392584Z/pf116w9b-wslaptop.jpg","",""
"PF133W9B","3M™ Privacy Filter for 13.3"" Widescreen Laptop","3M™ Privacy Filter for 13.3"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:9","Landscape","Widescreen","00051128789636","http://multimedia.3m.com/mws/media/1392649Z/pf133w9b-wslaptop.jpg","",""
"PF200W9B","3M™ Privacy Filter for 20"" Widescreen Monitor","3M™ Privacy Filter for 20"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128789643","http://multimedia.3m.com/mws/media/1362971Z/pf200w9b-monitor-34871994983-ft-rgb-jpg.jpg","",""
"PF230W9B","3M™ Privacy Filter for 23"" Widescreen Monitor","3M™ Privacy Filter for 23"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128789650","http://multimedia.3m.com/mws/media/1362995Z/pf230w9b-monitor-34871995063-ft-rgb-jpg.jpg","",""
"PF236W9B","3M™ Privacy Filter for 23.6"" Widescreen Monitor","3M™ Privacy Filter for 23.6"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128797174","http://multimedia.3m.com/mws/media/1363006Z/pf236w9b-monitor-34871995071-ft-rgb-jpg.jpg","",""
"PF240W9B","3M™ Privacy Filter for 24"" Widescreen Monitor","3M™ Privacy Filter for 24"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128797181","http://multimedia.3m.com/mws/media/1363014Z/pf240w9b-monitor-34871995113-ft-rgb-jpg.jpg","",""
"PF270W9B","3M™ Privacy Filter for 27"" Widescreen Monitor","3M™ Privacy Filter for 27"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128797730","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"PF184W9B","3M™ Privacy Filter for 18.4""  Widescreen Monitor","3M™ Privacy Filter for 18.4""  Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128797747","http://multimedia.3m.com/mws/media/1362956Z/pf184w9b-monitor-34871994926-ft-rgb-jpg.jpg","",""
"PF160W9B","3M™ Privacy Filter for 16"" Widescreen Laptop","3M™ Privacy Filter for 16"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:9","Landscape","Widescreen","00051128797754","http://multimedia.3m.com/mws/media/1392964Z/pf160w9b-wslaptop.jpg","",""
"PF125W9B","3M™ Privacy Filter for 12.5"" Widescreen Laptop","3M™ Privacy Filter for 12.5"" Widescreen Laptop","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:9","Landscape","Widescreen","00051128798768","http://multimedia.3m.com/mws/media/1392610Z/pf125w9b-wslaptop.jpg","",""
"PF250W9B","3M™ Privacy Filter for 25"" Widescreen Monitor","3M™ Privacy Filter for 25"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128799864","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","",""
"GF156W9B","3M™ Gold Privacy Filter for 15.6"" Widescreen Laptop","3M™ Gold Privacy Filter for 15.6"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128788820","http://multimedia.3m.com/mws/media/1366985Z/gf156w9b-laptop-34871995634-ft-rgb-jpg.jpg","",""
"GF154W1B","3M™ Gold Privacy Filter for 15.4"" Widescreen Laptop (16:10)","3M™ Gold Privacy Filter for 15.4"" Widescreen Laptop (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128788837","http://multimedia.3m.com/mws/media/1366981Z/gf154w1b-laptop-34871995626-ft-rgb-jpg.jpg","",""
"GF141W1B","3M™ Gold Privacy Filter for 14.1"" Widescreen Laptop (16:10)","3M™ Gold Privacy Filter for 14.1"" Widescreen Laptop (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128788844","http://multimedia.3m.com/mws/media/1366977Z/gf141w1b-laptop-34871995618-ft-rgb-jpg.jpg","",""
"GF121W1B","3M™ Gold Privacy Filter for 12.1"" Widescreen Laptop (16:10)","3M™ Gold Privacy Filter for 12.1"" Widescreen Laptop (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128788851","http://multimedia.3m.com/mws/media/1366957Z/gf121w1b-laptop-34871995543-ft-rgb-jpg.jpg
","",""
"GF133W1B","3M™ Gold Privacy Filter for 13.3"" Widescreen Laptop (16:10)","3M™ Gold Privacy Filter for 13.3"" Widescreen Laptop (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128788868","http://multimedia.3m.com/mws/media/1366965Z/gf133w1b-laptop-34871995576-ft-rgb-jpg.jpg","",""
"GF140W9B","3M™ Gold Privacy Filter for 14"" Widescreen Laptop","3M™ Gold Privacy Filter for 14"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128788875","http://multimedia.3m.com/mws/media/1366973Z/gf140w9b-laptop-34871995600-ft-rgb-jpg.jpg","",""
"GF170W1B","3M™ Gold Privacy Filter for 17"" Widescreen Laptop","3M™ Gold Privacy Filter for 17"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128788882","http://multimedia.3m.com/mws/media/1366993Z/gf170w1b-monitor-34871995667-ft-rgb-jpg.jpg","",""
"GF101W9B","3M™ Gold Privacy Filter for 10.1"" Widescreen Laptop","3M™ Gold Privacy Filter for 10.1"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128788929","http://multimedia.3m.com/mws/media/1366949Z/gf101w9b-laptop-34871995501-ft-rgb-jpg.jpg","",""
"GF133W9B","3M™ Gold Privacy Filter for 13.3"" Widescreen Laptop","3M™ Gold Privacy Filter for 13.3"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128797198","http://multimedia.3m.com/mws/media/1366969Z/gf133w9b-laptop-34871995592-ft-rgb-jpg.jpg
","",""
"GF116W9B","3M™ Gold Privacy Filter for 11.6"" Widescreen Laptop","3M™ Gold Privacy Filter for 11.6"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128797204","http://multimedia.3m.com/mws/media/1366953Z/gf116w9b-laptop-34871995535-ft-rgb-jpg.jpg","",""
"GF170C4B","3M™ Gold Privacy Filter for 17"" Standard Monitor","3M™ Gold Privacy Filter for 17"" Standard Monitor","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","5:4","Landscape","Standard","00051128797280","http://multimedia.3m.com/mws/media/1366989Z/gf170c4b-monitor-34871995642-ft-rgb-jpg.jpg","",""
"GF190C4B","3M™ Gold Privacy Filter for 19"" Standard Monitor","3M™ Gold Privacy Filter for 19"" Standard Monitor","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","5:4","Landscape","Standard","00051128797297","http://multimedia.3m.com/mws/media/1366997Z/gf190c4b-monitor-34871995675-ft-rgb-jpg.jpg","",""
"GF190W1B","3M™ Gold Privacy Filter for 19"" Widescreen Monitor (16:10)","3M™ Gold Privacy Filter for 19"" Widescreen Monitor (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128797303","http://multimedia.3m.com/mws/media/1367001Z/gf190w1b-monitor-34871995691-ft-rgb-jpg.jpg","",""
"GF125W9B","3M™ Gold Privacy Filter for 12.5"" Widescreen Laptop","3M™ Gold Privacy Filter for 12.5"" Widescreen Laptop","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128798751","http://multimedia.3m.com/mws/media/1366961Z/gf125w9b-laptop-34871995568-ft-rgb-jpg.jpg","",""
"PFMAP003","3M™ Privacy Filter for 27"" Apple® Thunderbolt","3M™ Privacy Filter for 27"" Apple® Thunderbolt","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128827031","http://multimedia.3m.com/mws/media/1049316O/apple-imac-thunderbolt-privacy-filter-black.jpg","",""
"GFNAP005","3M™ Gold Privacy Filter for 15"" Apple® MacBook Pro® with Retina® Display (2012-2015)","3M™ Gold Privacy Filter for 15"" Apple® MacBook Pro® with Retina® Display (2012-2015)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","100% hand inspected for quality assurance","16:10","Landscape","Widescreen","00051128827864","http://multimedia.3m.com/mws/media/1367021Z/gfnap005-macbook-34871995485-ft-rgb-jpg.jpg","",""
"GFNAP002","3M™ Gold Privacy Filter for 13"" Apple® MacBook Air®","3M™ Gold Privacy Filter for 13"" Apple® MacBook Air®","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","100% hand inspected for quality assurance","16:10","Landscape","Widescreen","00051128826546","http://multimedia.3m.com/mws/media/1367009Z/gfnap002-macbook-34871995428-ft-rgb-jpg.jpg","",""
"GFNAP001","3M™ Gold Privacy Filter for 11"" Apple® MacBook Air®","3M™ Gold Privacy Filter for 11"" Apple® MacBook Air®","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128826553","http://multimedia.3m.com/mws/media/1367005Z/gfnap001-macbook-34871995246-ft-rgb-jpg.jpg","",""
"PFNAP006","3M™ Privacy Filter for 11"" Apple® MacBook Air®","3M™ Privacy Filter for 11"" Apple® MacBook Air®","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:9","Landscape","Widescreen","00051128826539","http://multimedia.3m.com/mws/media/1049294O/macbook-air-black-privacy-filter.jpg","",""
"PFNAP002","3M™ Privacy Filter for 13"" Apple® MacBook Air®","3M™ Privacy Filter for 13"" Apple® MacBook Air®","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","16:10","Landscape","Widescreen","00051128826560","http://multimedia.3m.com/mws/media/1049294O/macbook-air-black-privacy-filter.jpg","",""
"NV828748","3M™ Ultra Clear Screen Protector for Apple® iPhone® 5/5S/5C/SE","3M™ Ultra Clear Screen Protector for Apple® iPhone® 5/5S/5C/SE","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","00051128828748","http://multimedia.3m.com/mws/media/1222868O/nv828748-iphone5-5c-5s-se-34871898317.png","",""
"NVAG828762","3M™ Anti-Glare Screen Protector for Apple® iPhone® 5/5S/5C/SE","3M™ Anti-Glare Screen Protector for Apple® iPhone® 5/5S/5C/SE","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Custom fit for various phone sizes and brands","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","00051128828762","http://multimedia.3m.com/mws/media/1220883O/nvag828762-iphone-5-5c-5s-se-34871898309-ft-rgb-150.png","",""
"GFNAP004","3M™ Gold Privacy Filter for 13"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","3M™ Gold Privacy Filter for 13"" Apple® MacBook Pro® with Retina® Display  (2012-2015)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","100% hand inspected for quality assurance","16:10","Landscape","Widescreen","00051128829462","http://multimedia.3m.com/mws/media/1367017Z/gfnap004-macbook-34871995469-ft-rgb-jpg.jpg","",""
"PFMAP002","3M™ Privacy Filter for 27"" Apple® iMac®","3M™ Privacy Filter for 27"" Apple® iMac®","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:9","Landscape","Widescreen","00051128829691","http://multimedia.3m.com/mws/media/1184506O/privacy-filter-imac-34871189535-ft.png","",""
