"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Cat2Desc","Subcategory","CategoryCode","SubCategoryCode","NewCategoryCode","NewSubCategoryCode","Cat3Desc","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ","Duplicate"
"US01@@9500@@10@@2GY549","US01@@2GY549","9500","10","2GY549","","","","","","","","N","","","WR422LE","U227@@WR422LE@@","U227","3M - WORKSPACE SOLUTIONS","","0","EA","49.5","105.7","99","10","9910","0","99","51","46","","US01","","","","X","","","ADJUSTABLE KEYB AND MOUSE","ADJUSTABLE KEYB AND MOUSE PLATFORM WITH GEL WRIST REST","21200507014","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","11/7/2017 2:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1940","US01@@9U1940","9500","10","9U1940","","","","","","","","N","","","PF320W9B","3705@@PF320W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.85","EA","188","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 32IN WS 16:9","PRIVACY FILTER FOR 32IN WS 16:9 UNFRAMED LCD MONITOR","","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.85@@EA","","","","","","Y","1","11/1/2017 15:58","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2GZ113","US01@@2GZ113","9500","10","2GZ113","","","","","","","","N","","","HCNMS003","3705@@HCNMS003@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","27.5","0","99","40","9940","0","99","51","1","","US01","","","","N","","","HIGH CLARITY PRIVACY FILTER FOR","HIGH CLARITY PRIVACY FILTER FOR MICROSOFT SURFACE PRO","51128008294","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","N","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","12/31/2017 15:12","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8B7691","US01@@8B7691","9500","10","8B7691","","","","","","","","N","","","MPPGG004","3705@@MPPGG004@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.11","EA","17","0","99","30","9930","0","99","1","99","","US01","","","","C","","","PRIVACY SCREEN PROTECTOR FOR","PRIVACY SCREEN PROTECTOR FOR GOOGLE PIXEL XL PHONE","51128007594","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PROT","","US01@@.11@@EA","","","","","","Y","1","1/8/2018 11:50","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2208","US01@@4D2208","9500","10","4D2208","","","","","","","","N","","","AGTDE002","3705@@AGTDE002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.24","EA","14.75","0","99","40","9940","0","99","51","1","","US01","","","","S","","","ANTI-GLARE FILTER FOR DELL","ANTI-GLARE FILTER FOR DELL VENUE PRO 8","51128004982","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.24@@EA","","","","","","Y","1","7/30/2016 11:38","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D5746","US01@@4D5746","9500","10","4D5746","","","","","","","","N","","","PFNDE004","3705@@PFNDE004@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","36","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR DELL LATITUD","PRIVACY FILTER FOR DELL LATITUD 13 7000 SERIES 7370","51128007341","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","9/25/2017 9:40","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3F3261","US01@@3F3261","9500","10","3F3261","","","","","","","","N","","","AFTAP002","3705@@AFTAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.15","EA","16.25","0","99","20","9920","0","99","1","99","","US01","","","","C","","","ANTI-GLARE FILTER FOR IPAD MINI","ANTI-GLARE FILTER FOR IPAD MINI 1/2/3/4","51128006580","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.15@@EA","","","","","","Y","1","8/30/2017 12:55","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52840","US01@@Q52840","9500","10","Q52840","","","","","","","","N","","","WR305LE","U227@@WR305LE@@","U227","3M - WORKSPACE SOLUTIONS","","0.42","EA","5.5","10.55","99","10","9910","0","99","51","46","","US01","","","","C","","","MOUSE WRIST REST GEL BLACK","MOUSE WRIST REST GEL BLACK LEATHERETTE  KP200LE OR WR421LE","51131980938","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.42@@EA","","","","","","Y","1","10/2/2017 19:26","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@TG8012","US01@@TG8012","9500","10","TG8012","","","","","","","","N","","","NVAG830864","3705@@NVAG830864@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","16","19.99","99","20","9920","0","99","1","99","","US01","","","","B","","","NATURAL VIEW ANTI-GLARE","NATURAL VIEW ANTI-GLARE PROTECTION FOR IPAD AIR","51128830864","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","1/15/2018 20:47","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@YD4310","US01@@YD4310","9500","10","YD4310","","","","","","","","N","","","UCPAP001","3705@@UCPAP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.08","EA","9.75","0","99","30","9930","0","99","1","99","","US01","","","","C","","","ULTRA CLEAR SCREEN PROTECTOR","ULTRA CLEAR SCREEN PROTECTOR FOR IPHONE 6 6S AND 7","51128831809","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PROT","","US01@@.08@@EA","","","","","","Y","1","12/7/2017 2:07","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2755","US01@@8K2755","9500","10","8K2755","","","","","","","","N","","","PF190C4F","3705@@PF190C4F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","2","EA","134.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 19IN","PRIVACY FILTER FOR 19IN FRAMEDFOR DESKTOP DISPLAYS","51128775868","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2@@EA","","","","","","Y","1","1/12/2018 11:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UX1476","US01@@UX1476","9500","10","UX1476","","","","","","","","N","","","MA245S","U227@@MA245S@@","U227","3M - WORKSPACE SOLUTIONS","","10.6","EA","162","349.75","99","40","9940","0","99","1","99","","US01","","","","S","","","ADJUSTABLE MONITOR STAND","ADJUSTABLE MONITOR STAND SILVER","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","MNT","","US01@@10.6@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@TW5082","US01@@TW5082","9500","10","TW5082","","","","","","","","N","","","MP114-BCA","U227@@MP114-BCA@@","U227","3M - WORKSPACE SOLUTIONS","","0.35","EA","4","7.95","99","10","9910","0","99","1","99","","US01","","","","E","","","MOUSE PAD BREAST CANCER AWARE","MOUSE PAD BREAST CANCER AWARE WITH PRECISION MOUSING SURFACE","51141971988","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","E","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","1/5/2018 15:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Y97725","US01@@Y97725","9500","10","Y97725","","","","","","","","N","","","MP3560","U227@@MP3560@@","U227","3M - WORKSPACE SOLUTIONS","","1.05","EA","108","182.03","10","22","1022","0","99","1","79","","US01","","","","B","","","5YDS DUAL LOCK FASTENER CLEAR","5YDS DUAL LOCK FASTENER CLEAR 2 ROLLS PER PACK","51131064638","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","SUPL","","US01@@1.05@@EA","","","","","","Y","1","11/15/2017 6:51","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@PW3725","US01@@PW3725","9500","10","PW3725","","","","","","","","N","","","MA140MB","U227@@MA140MB@@","U227","3M - WORKSPACE SOLUTIONS","","8","EA","99.5","211.95","99","40","9940","0","99","1","53","","US01","","","","B","","","MONITOR ARM DESK MOUNT BLACK","MONITOR ARM DESK MOUNT BLACK DUAL SWIVEL W/TILT UP TO 30LBS","51141359779","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","MNT","","US01@@8@@EA","","","","","","Y","1","1/1/2018 1:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U2960","US01@@9U2960","9500","10","9U2960","","","","","","","","N","","","570","U227@@570@@","U227","3M - WORKSPACE SOLUTIONS","","0","EA","29.75","59.99","10","22","1022","0","99","42","11","","US01","","","","X","","","2PK FLIP CHART PAD UNRULED","2PK FLIP CHART PAD UNRULED 25X30 WHITE 40 SHTS PER PAD","21200527951","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SUPL","","US01@@0@@EA","","","","","","Y","1","6/27/2017 3:09","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1946","US01@@9U1946","9500","10","9U1946","","","","","","","","N","","","HC156W9B","3705@@HC156W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","42.25","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 15.6IN WS LAPTOP","51128007990","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","10/12/2017 6:31","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2769","US01@@8K2769","9500","10","8K2769","","","","","","","","N","","","GFNAP004","3705@@GFNAP004@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","38","0","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER FOR 13IN","GOLD PRIVACY FILTER FOR 13IN MACBOOK PRO RETINA","51128829462","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","10/3/2017 13:51","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2766","US01@@8K2766","9500","10","8K2766","","","","","","","","N","","","GFNAP001","3705@@GFNAP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","31.75","0","99","40","9940","0","99","51","1","","US01","","","","S","","","GOLD PRIVACY FILTER FOR 11IN","GOLD PRIVACY FILTER FOR 11IN MACBOOK AIR","51128826553","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","1/1/2018 1:37","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8J2577","US01@@8J2577","9500","10","8J2577","","","","","","","","N","","","LS85B","U227@@LS85B@@","U227","3M - WORKSPACE SOLUTIONS","","4.85","EA","37.75","0","99","20","9920","0","99","1","99","","US01","","","","S","","","LAPTOP STAND FOR 15IN LAPTOP UP","LAPTOP STAND FOR 15IN LAPTOP UP TO 10LB BLACK NON SLIP COOLING VENT","76308722791","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","STND","","US01@@4.85@@EA","","","","","","Y","1","6/7/2017 21:46","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2213","US01@@4D2213","9500","10","4D2213","","","","","","","","N","","","PFTGG001","3705@@PFTGG001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","17.5","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR GOOGLE PIXEL","PRIVACY FILTER FOR GOOGLE PIXEL C","51128007006","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","7/19/2016 7:17","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U7857","US01@@9U7857","9500","10","9U7857","","","","","","","","N","","","PF215W9P","3705@@PF215W9P@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.8","EA","85","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR 21.5IN WS","PRIVACY FILTER FOR 21.5IN WS 16:9 UNFRAMED FOR LCD PORTRAIT","51128008195","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.8@@EA","","","","","","Y","1","12/11/2017 1:29","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3F3262","US01@@3F3262","9500","10","3F3262","","","","","","","","N","","","PFTAP007","3705@@PFTAP007@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","31","0","99","20","9920","0","99","1","99","","US01","","","","B","","","PRIVACY FILTER FOR APPLE IPAD","PRIVACY FILTER FOR APPLE IPAD PRO LANDSCAPE","51128006559","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","10/31/2017 14:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DP7978","US01@@DP7978","9500","10","DP7978","","","","","","","","N","","","PF184W9B","3705@@PF184W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.65","EA","64","146.62","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER 18.4IN WS 16:9","PRIVACY FILTER 18.4IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128797747","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.65@@EA","","","","","","Y","1","12/31/2017 9:27","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@V25725","US01@@V25725","9500","10","V25725","","","","","","","","N","","","PF260W1B","3705@@PF260W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.76","EA","109.5","313.5","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 26IN WS UNFRAMED","PRIVACY FILTER 26IN WS UNFRAMED FOR LAPTOP AND LCD","51128787298","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.76@@EA","","","","","","Y","1","12/31/2017 9:49","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@PW3868","US01@@PW3868","9500","10","PW3868","","","","","","","","N","","","NV828748","3705@@NV828748@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.06","EA","9.75","11.99","99","40","9940","0","99","51","1","","US01","","","","S","","","NATURAL VIEW SCREEN PROTECTOR","NATURAL VIEW SCREEN PROTECTOR FOR IPHONE 5/C/S","51128828748","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.06@@EA","","","","","","Y","1","7/19/2016 6:53","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8121","US01@@DC8121","9500","10","DC8121","","","","","","","","N","","","GF170C4B","3705@@GF170C4B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.75","EA","67.25","153.59","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER 17IN","GOLD PRIVACY FILTER 17IN UNFRAMED FOR LAPTOP","51128797280","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.75@@EA","","","","","","Y","1","1/17/2018 13:09","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UX1478","US01@@UX1478","9500","10","UX1478","","","","","","","","N","","","MALAPTOP2","U227@@MALAPTOP2@@","U227","3M - WORKSPACE SOLUTIONS","","1.8","EA","28","58.75","99","40","9940","0","99","1","99","","US01","","","","S","","","MONITOR ARM WITH LAPTOP SUPPORT","MONITOR ARM WITH LAPTOP SUPPORT TRAY ATTACHMENT BROWN BOX","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","MNT","","US01@@1.8@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@PW3724","US01@@PW3724","9500","10","PW3724","","","","","","","","N","","","MALTABLET","U227@@MALTABLET@@","U227","3M - WORKSPACE SOLUTIONS","","1.2","EA","35.25","75","99","20","9920","0","99","1","99","","US01","","","","S","","","IPAD ACCESSORY FOR MONITOR ARM","IPAD ACCESSORY FOR MONITOR ARM USE WITH MA240MB OR MA260MB","51141359793","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@1.2@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@C66490","US01@@C66490","9500","10","C66490","","","","","","","","N","","","CL630","U227@@CL630@@","U227","3M - WORKSPACE SOLUTIONS","","0.2","EA","4.75","9.5","10","22","1022","0","99","1","79","","US01","","","","C","","","NOTEBOOK SCREEN CLEANING WIPES","NOTEBOOK SCREEN CLEANING WIPES PACK OF 24, CASE OF 36","21200528798","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SUPL","","US01@@.2@@EA","","","","","","Y","1","11/1/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2175","US01@@CM2175","9500","10","CM2175","","","","","","","","N","","","DL1001","U227@@DL1001@@","U227","3M - WORKSPACE SOLUTIONS","","4.15","EA","61.25","130.48","10","22","1022","0","99","42","11","","US01","","","","C","","","12IN 100FT DUAL LAMINATE","12IN 100FT DUAL LAMINATE REFILL CARTRIDGE FOR LS1000","21200597121","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SUPL","","US01@@4.15@@EA","","","","","","Y","1","11/12/2017 10:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2173","US01@@CM2173","9500","10","CM2173","","","","","","","","N","","","DL961","U227@@DL961@@","U227","3M - WORKSPACE SOLUTIONS","","2.55","EA","39","82.33","10","22","1022","0","99","42","11","","US01","","","","C","","","LAMINATING SYSTEM CARTRIDGE","LAMINATING SYSTEM CARTRIDGE 90FT FOR LS960 HEAT FREE LAMINATOR","21200472503","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SUPL","","US01@@2.55@@EA","","","","","","Y","1","9/10/2017 11:22","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2783","US01@@CM2783","9500","10","CM2783","","","","","","","","N","","","P7248A","U227@@P7248A@@","U227","3M - WORKSPACE SOLUTIONS","","70","EA","336.5","771.17","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD PORCELAIN 72X48","DRY ERASE BOARD PORCELAIN 72X48 ALUMINUM FRAME MAGNETIC","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@70@@EA","","","","","","Y","1","2/16/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@6G1730","US01@@6G1730","9500","10","6G1730","","","","","","","","N","","","UCPAP004","3705@@UCPAP004@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","13.25","0","99","30","9930","0","99","1","99","","US01","","","","C","","","ULTRA CLEAR SCREEN PROTECTOR","ULTRA CLEAR SCREEN PROTECTOR FOR IPHONE 6 PLUS/6S PLUS 7 PLUS","51128007501","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PROT","","US01@@.35@@EA","","","","","","Y","1","8/1/2017 15:44","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1954","US01@@9U1954","9500","10","9U1954","","","","","","","","N","","","AGMDE002","3705@@AGMDE002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.5","EA","51","0","99","40","9940","0","99","51","1","","US01","","","","S","","","ANTI GLARE FILTER FOR DELL","ANTI GLARE FILTER FOR DELL OPTIPLEX 7440 ALL-IN-ONE","51128008089","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@1.5@@EA","","","","","","Y","1","11/16/2017 12:10","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1949","US01@@9U1949","9500","10","9U1949","","","","","","","","N","","","HC238W9B","3705@@HC238W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.9","EA","97.5","0","99","40","9940","0","99","51","1","","US01","","","","B","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 23.8IN WS 16:9 MONITOR","51128008027","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.9@@EA","","","","","","Y","1","12/31/2017 15:12","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1942","US01@@9U1942","9500","10","9U1942","","","","","","","","N","","","HCNAP002","3705@@HCNAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.4","EA","35.75","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 15IN APPLE MACBOOK PRO 2016 MODEL","51128007952","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.4@@EA","","","","","","Y","1","10/12/2017 19:04","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2767","US01@@8K2767","9500","10","8K2767","","","","","","","","N","","","GFNAP002","3705@@GFNAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","38","0","99","40","9940","0","99","51","1","","US01","","","","S","","","GOLD PRIVACY FILTER FOR 13IN","GOLD PRIVACY FILTER FOR 13IN MACBOOK AIR","51128826546","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","10/3/2017 13:51","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2764","US01@@8K2764","9500","10","8K2764","","","","","","","","N","","","PFMAP002","3705@@PFMAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.65","EA","109","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR 27IN","PRIVACY FILTER FOR 27IN APPLEFOR IMAC","51128829691","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@1.65@@EA","","","","","","Y","1","12/22/2017 10:00","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2754","US01@@8K2754","9500","10","8K2754","","","","","","","","N","","","PF170W1F","3705@@PF170W1F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0","EA","126.5","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER FOR 17IN WS","PRIVACY FILTER FOR 17IN WS FRAMEDFOR DESKTOP DISPLAYS","51128786635","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","10/1/2017 14:52","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@1Z4132","US01@@1Z4132","9500","10","1Z4132","","","","","","","","N","","","EOTAP002","3705@@EOTAP002@@I","3705","3M - OPTICAL SYSTEMS DIVISION","I","0","EA","12","0","99","20","9920","0","99","1","99","","US01","","","","G","","","APPLE ONLY EASY ON PRIVACY","APPLE ONLY EASY ON PRIVACY FILTER FOR IPAD AIR2 LANDSCAPE","","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","A","Y","1","10/19/2017 14:54","1/18/2018 17:39","0","1","","","","","","0","N","",""
